Previous_GPA,Mid_Mark,Assignment_Mark,Attendance_Percentage,Study_Hours_Per_Week,Sleep_Hours_Per_Day,Stress_Level,Future_GPA
1.71,9.0,8.0,50.0,45.0,5,3.0,2.0
3.54,16.0,18.0,76.0,59.0,7,3.0,4.0
3.0,11.0,14.0,72.0,69.0,9,2.0,3.7
2.56,13.0,12.0,70.0,31.0,7,1.0,3.0
3.87,20.0,14.0,87.0,70.0,7,2.0,4.0
3.53,17.0,19.0,96.0,80.0,7,2.0,4.0
3.08,14.0,19.0,74.0,45.0,7,3.0,4.0
2.17,11.0,6.0,45.0,46.0,5,4.0,2.7
2.64,13.0,12.0,59.0,37.0,7,2.0,3.0
2.54,11.0,13.0,74.0,48.0,7,3.0,4.0
1.96,6.0,11.0,46.0,27.0,6,4.0,2.0
1.76,13.0,9.0,46.0,36.0,5,3.0,2.7
3.35,16.0,12.0,65.0,48.0,8,3.0,3.7
3.98,16.0,19.0,96.0,78.0,7,1.0,4.0
3.84,18.0,20.0,97.0,78.0,7,1.0,4.0
3.01,15.0,14.0,76.0,65.0,7,2.0,4.0
2.58,8.0,10.0,59.0,56.0,6,2.0,3.0
2.46,12.0,14.0,52.0,48.0,5,2.0,3.0
2.69,15.0,11.0,46.0,57.0,5,3.0,3.3
3.52,14.0,18.0,93.0,51.0,7,1.0,4.0
1.6,6.0,6.0,47.0,34.0,10,4.0,1.7
3.63,18.0,15.0,100.0,79.0,8,1.0,4.0
2.58,13.0,16.0,62.0,53.0,7,3.0,3.7
2.63,13.0,15.0,60.0,57.0,7,3.0,3.7
3.3,14.0,18.0,79.0,57.0,8,2.0,4.0
2.95,16.0,16.0,75.0,50.0,8,2.0,4.0
2.71,14.0,15.0,69.0,42.0,8,4.0,3.3
2.85,14.0,13.0,68.0,52.0,8,4.0,3.7
2.8,15.0,16.0,81.0,46.0,9,2.0,4.0
3.58,16.0,20.0,78.0,66.0,8,1.0,4.0
3.6,20.0,16.0,90.0,72.0,9,1.0,4.0
1.7,9.0,9.0,42.0,34.0,5,3.0,2.0
2.23,11.0,13.0,68.0,49.0,8,3.0,3.3
2.68,12.0,16.0,63.0,52.0,9,3.0,3.7
2.48,9.0,11.0,57.0,49.0,6,1.0,3.0
2.56,11.0,12.0,60.0,38.0,5,3.0,2.7
3.02,19.0,18.0,76.0,61.0,8,2.0,4.0
2.64,11.0,12.0,75.0,61.0,8,1.0,3.3
2.77,15.0,16.0,72.0,51.0,9,2.0,4.0
2.52,10.0,10.0,58.0,25.0,5,2.0,2.3
2.02,13.0,11.0,52.0,45.0,6,4.0,3.3
3.22,16.0,17.0,79.0,71.0,7,2.0,4.0
2.03,10.0,10.0,40.0,20.0,4,3.0,1.7
3.0,16.0,15.0,73.0,61.0,8,4.0,3.7
3.01,16.0,14.0,78.0,79.0,7,3.0,4.0
2.58,11.0,13.0,60.0,46.0,7,2.0,3.3
2.86,13.0,12.0,63.0,29.0,9,2.0,3.3
2.18,11.0,11.0,52.0,43.0,5,1.0,3.0
3.39,17.0,18.0,86.0,46.0,7,3.0,4.0
3.14,12.0,12.0,77.0,74.0,8,2.0,4.0
1.98,10.0,9.0,43.0,31.0,5,1.0,2.0
1.98,10.0,8.0,40.0,34.0,4,5.0,2.0
2.52,11.0,11.0,63.0,34.0,7,3.0,3.0
2.34,11.0,9.0,68.0,40.0,5,3.0,2.3
3.23,16.0,12.0,76.0,39.0,8,1.0,4.0
2.57,13.0,15.0,64.0,44.0,8,1.0,3.3
3.27,18.0,15.0,76.0,36.0,8,1.0,4.0
1.52,13.0,11.0,57.0,45.0,6,4.0,2.7
2.7,16.0,14.0,72.0,46.0,9,2.0,3.7
3.34,19.0,16.0,97.0,63.0,8,2.0,4.0
2.26,8.0,12.0,53.0,47.0,6,2.0,2.3
2.75,10.0,17.0,65.0,54.0,7,2.0,3.3
2.05,11.0,14.0,58.0,33.0,10,3.0,3.0
2.12,14.0,11.0,58.0,30.0,6,4.0,2.7
3.06,15.0,15.0,91.0,40.0,7,2.0,4.0
3.25,16.0,18.0,91.0,76.0,8,2.0,4.0
2.2,6.0,9.0,47.0,48.0,6,3.0,2.3
1.75,9.0,8.0,48.0,24.0,5,3.0,1.7
2.68,15.0,12.0,66.0,65.0,8,1.0,4.0
2.13,10.0,11.0,59.0,26.0,5,5.0,2.7
2.75,16.0,14.0,66.0,55.0,8,3.0,3.7
3.09,14.0,11.0,69.0,52.0,7,3.0,3.3
3.25,13.0,14.0,74.0,56.0,7,2.0,4.0
2.51,14.0,10.0,53.0,40.0,7,2.0,3.3
1.25,8.0,5.0,40.0,13.0,5,4.0,1.3
2.29,9.0,14.0,65.0,51.0,6,4.0,2.7
1.93,7.0,10.0,51.0,60.0,5,3.0,2.7
2.47,12.0,14.0,64.0,39.0,6,2.0,3.3
3.2,18.0,15.0,81.0,60.0,7,4.0,4.0
1.83,9.0,13.0,54.0,52.0,10,2.0,2.7
2.65,13.0,11.0,61.0,44.0,10,3.0,3.0
3.44,16.0,18.0,93.0,50.0,9,2.0,4.0
3.86,19.0,19.0,99.0,61.0,8,1.0,4.0
3.53,16.0,15.0,80.0,43.0,7,1.0,4.0
3.35,15.0,13.0,83.0,76.0,7,1.0,4.0
1.81,6.0,13.0,42.0,25.0,10,3.0,2.0
3.22,15.0,18.0,85.0,60.0,8,1.0,4.0
3.16,16.0,15.0,77.0,66.0,8,2.0,4.0
2.23,12.0,9.0,46.0,34.0,5,2.0,2.3
2.26,13.0,10.0,52.0,36.0,10,2.0,3.0
2.13,11.0,12.0,48.0,27.0,6,5.0,2.7
2.26,9.0,11.0,60.0,38.0,5,3.0,2.7
2.81,12.0,15.0,69.0,59.0,8,2.0,3.7
2.13,10.0,14.0,56.0,28.0,5,4.0,2.7
2.18,11.0,12.0,52.0,45.0,10,3.0,3.0
2.91,13.0,13.0,70.0,50.0,7,2.0,3.7
3.66,20.0,18.0,92.0,51.0,7,2.0,4.0
2.54,20.0,18.0,68.0,62.0,7,1.0,4.0
2.58,11.0,11.0,63.0,39.0,6,2.0,3.0
3.17,13.0,16.0,71.0,52.0,8,4.0,4.0
2.97,16.0,11.0,64.0,52.0,8,1.0,3.7
2.38,11.0,9.0,55.0,47.0,4,1.0,3.0
3.04,9.0,12.0,63.0,75.0,8,1.0,4.0
2.72,14.0,12.0,70.0,57.0,7,3.0,4.0
3.57,14.0,15.0,89.0,64.0,7,2.0,4.0
2.48,11.0,13.0,69.0,57.0,8,2.0,3.3
1.96,12.0,8.0,52.0,50.0,6,4.0,2.7
2.62,13.0,9.0,73.0,60.0,8,1.0,3.3
2.52,15.0,12.0,65.0,59.0,7,3.0,3.3
2.86,13.0,14.0,72.0,63.0,9,2.0,4.0
2.52,14.0,13.0,64.0,54.0,7,4.0,3.3
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
3.95,13.0,18.0,95.0,65.0,7,3.0,4.0
